YEAR,MO,DY,CLRSKY_SFC_SW_DWN
2003,2,14,7.43
2003,2,15,7.22
2003,2,16,7.18
2003,2,17,7.32
2003,2,18,7.35
2003,2,19,7.32
2003,2,20,7.26
2003,2,21,7.23
2003,2,22,7.37
2003,2,23,7.39
2003,2,24,7.48
2003,2,25,7.39
2003,2,26,7.39
2003,2,27,7.34
2003,2,28,7.5
2003,3,1,7.16
2003,3,2,7.29
2003,3,3,7.3
2003,3,4,7.27
2003,3,5,7.2
2003,3,6,7.18
2003,3,7,7.3
2003,3,8,7.17
2003,3,9,7.08
2003,3,10,6.97
2003,3,11,7.22
2003,3,12,7.41
2003,3,13,7.36
2003,3,14,7.04
2003,3,15,7.04
2003,3,16,7.11
2003,3,17,6.93
2003,3,18,6.67
2003,3,19,7.14
2003,3,20,7.12
2003,3,21,7.14
2003,3,22,6.87
2003,3,23,6.91
2003,3,24,7.03
2003,3,25,7.09
2003,3,26,7.07
2003,3,27,6.97
2003,3,28,6.78
2003,3,29,6.77
2003,3,30,7.01
2003,3,31,6.79
2003,4,1,6.85
2003,4,2,6.67
2003,4,3,6.89
2003,4,4,6.88
2003,4,5,6.88
2003,4,6,6.65
2003,4,7,6.61
2003,4,8,6.77
2003,4,9,6.65
2003,4,10,6.63
2003,4,11,6.58
2003,4,12,6.77
2003,4,13,6.66
2003,4,14,6.7
2003,4,15,6.99
2003,4,16,6.82
2003,4,17,6.72
2003,4,18,6.55
2003,4,19,6.66
2003,4,20,6.63
2003,4,21,6.6
2003,4,22,6.46
2003,4,23,6.41
2003,4,24,6.46
2003,4,25,6.4
2003,4,26,6.38
2003,4,27,6.45
2003,4,28,6.29
2003,4,29,6.32
2003,4,30,6.28
2003,5,1,6.25
2003,5,2,6.24
2003,5,3,6.33
2003,5,4,6.22
2003,5,5,6.24
2003,5,6,6.23
2003,5,7,6.16
2003,5,8,6.13
2003,5,9,6.08
2003,5,10,6.05
2003,5,11,5.95
2003,5,12,6.1
2003,5,13,6.03
2003,5,14,5.91
2003,5,15,5.85
2003,5,16,6.12
2003,5,17,6.24
2003,5,18,6.2
2003,5,19,6.08
2003,5,20,6.03
2003,5,21,6.19
2003,5,22,6.22
2003,5,23,5.99
2003,5,24,5.95
2003,5,25,6.09
2003,5,26,6.23
2003,5,27,6.05
2003,5,28,6.0
2003,5,29,5.81
2003,5,30,5.66
2003,5,31,5.96
2003,6,1,5.99
2003,6,2,5.99
2003,6,3,5.92
2003,6,4,5.82
2003,6,5,5.79
2003,6,6,5.86
2003,6,7,5.88
2003,6,8,5.94
2003,6,9,6.03
2003,6,10,6.01
2003,6,11,5.99
2003,6,12,5.71
2003,6,13,5.84
2003,6,14,5.93
2003,6,15,5.93
2003,6,16,5.96
2003,6,17,5.87
2003,6,18,5.67
2003,6,19,5.71
2003,6,20,5.63
2003,6,21,5.71
2003,6,22,5.61
2003,6,23,5.72
2003,6,24,5.75
2003,6,25,5.77
2003,6,26,5.77
2003,6,27,5.8
2003,6,28,5.8
2003,6,29,5.56
2003,6,30,5.75
2003,7,1,5.89
2003,7,2,5.92
2003,7,3,5.94
2003,7,4,5.93
2003,7,5,5.91
2003,7,6,5.91
2003,7,7,5.86
2003,7,8,5.83
2003,7,9,5.97
2003,7,10,5.98
2003,7,11,5.84
2003,7,12,5.81
2003,7,13,6.02
2003,7,14,6.03
2003,7,15,6.04
2003,7,16,6.0
2003,7,17,5.94
2003,7,18,6.05
2003,7,19,6.06
2003,7,20,6.07
2003,7,21,6.03
2003,7,22,6.13
2003,7,23,6.02
2003,7,24,5.83
2003,7,25,5.65
2003,7,26,5.82
2003,7,27,6.03
2003,7,28,6.1
2003,7,29,6.18
2003,7,30,6.3
2003,7,31,6.32
2003,8,1,6.26
2003,8,2,6.2
2003,8,3,6.33
2003,8,4,6.43
2003,8,5,6.33
2003,8,6,6.14
2003,8,7,6.17
2003,8,8,6.18
2003,8,9,6.37
2003,8,10,6.44
2003,8,11,6.4
2003,8,12,6.46
2003,8,13,6.49
2003,8,14,6.42
2003,8,15,6.28
2003,8,16,6.29
2003,8,17,6.39
2003,8,18,6.36
2003,8,19,6.33
2003,8,20,6.46
2003,8,21,6.51
2003,8,22,6.58
2003,8,23,6.74
2003,8,24,6.7
2003,8,25,6.52
2003,8,26,6.48
2003,8,27,6.31
2003,8,28,6.5
2003,8,29,6.33
2003,8,30,6.71
2003,8,31,6.67
2003,9,1,6.55
2003,9,2,6.72
2003,9,3,6.69
2003,9,4,6.74
2003,9,5,6.72
2003,9,6,6.81
2003,9,7,7.13
2003,9,8,7.22
2003,9,9,7.07
2003,9,10,6.67
2003,9,11,6.62
2003,9,12,6.43
2003,9,13,6.64
2003,9,14,6.75
2003,9,15,6.85
2003,9,16,6.74
2003,9,17,6.67
2003,9,18,6.6
2003,9,19,6.54
2003,9,20,6.8
2003,9,21,7.08
2003,9,22,7.33
2003,9,23,7.42
2003,9,24,7.24
2003,9,25,7.1
2003,9,26,7.04
2003,9,27,7.05
2003,9,28,7.33
2003,9,29,7.4
2003,9,30,7.17
2003,10,1,6.84
2003,10,2,6.8
2003,10,3,6.42
2003,10,4,6.83
2003,10,5,6.96
2003,10,6,7.14
2003,10,7,7.22
2003,10,8,7.09
2003,10,9,6.99
2003,10,10,6.98
2003,10,11,6.94
2003,10,12,7.24
2003,10,13,7.18
2003,10,14,7.07
2003,10,15,7.06
2003,10,16,7.05
2003,10,17,6.91
2003,10,18,7.02
2003,10,19,7.19
2003,10,20,7.32
2003,10,21,7.47
2003,10,22,7.32
2003,10,23,7.39
2003,10,24,7.51
2003,10,25,7.33
2003,10,26,6.88
2003,10,27,6.84
2003,10,28,7.21
2003,10,29,7.14
2003,10,30,7.05
2003,10,31,7.06
2003,11,1,7.16
2003,11,2,7.29
2003,11,3,7.28
2003,11,4,7.17
2003,11,5,7.13
2003,11,6,7.28
2003,11,7,7.1
2003,11,8,7.23
2003,11,9,7.18
2003,11,10,7.25
2003,11,11,7.29
2003,11,12,7.1
2003,11,13,6.98
2003,11,14,6.91
2003,11,15,7.03
2003,11,16,6.74
2003,11,17,7.18
2003,11,18,7.12
2003,11,19,7.01
2003,11,20,7.26
2003,11,21,7.19
2003,11,22,7.2
2003,11,23,7.28
2003,11,24,7.17
2003,11,25,7.23
2003,11,26,7.15
2003,11,27,7.22
2003,11,28,7.24
2003,11,29,7.23
2003,11,30,7.24
2003,12,1,7.32
2003,12,2,7.25
2003,12,3,7.14
2003,12,4,7.33
2003,12,5,6.99
2003,12,6,7.25
2003,12,7,7.09
2003,12,8,7.11
2003,12,9,6.94
2003,12,10,7.07
2003,12,11,7.21
2003,12,12,7.07
2003,12,13,7.24
2003,12,14,7.13
2003,12,15,7.02
2003,12,16,7.01
2003,12,17,7.21
2003,12,18,7.29
2003,12,19,7.25
2003,12,20,7.35
2003,12,21,7.24
2003,12,22,7.4
2003,12,23,7.61
2003,12,24,7.53
2003,12,25,7.27
2003,12,26,7.3
2003,12,27,7.46
2003,12,28,7.29
2003,12,29,7.23
2003,12,30,7.08
2003,12,31,7.21
2004,1,1,7.45
2004,1,2,7.4
2004,1,3,7.31
2004,1,4,7.19
2004,1,5,7.13
2004,1,6,7.32
2004,1,7,7.35
2004,1,8,7.25
2004,1,9,7.31
2004,1,10,7.35
2004,1,11,7.29
2004,1,12,7.22
2004,1,13,7.05
2004,1,14,6.8
2004,1,15,7.12
2004,1,16,7.24
2004,1,17,7.06
2004,1,18,7.06
2004,1,19,7.19
2004,1,20,7.13
2004,1,21,7.06
2004,1,22,7.11
2004,1,23,6.98
2004,1,24,7.01
2004,1,25,7.04
2004,1,26,7.15
2004,1,27,7.23
2004,1,28,7.18
2004,1,29,7.25
2004,1,30,7.39
2004,1,31,7.29
2004,2,1,7.39
2004,2,2,7.32
2004,2,3,7.35
2004,2,4,7.41
2004,2,5,7.34
2004,2,6,7.35
2004,2,7,7.5
2004,2,8,7.6
2004,2,9,7.45
2004,2,10,7.46
2004,2,11,7.44
2004,2,12,7.38
2004,2,13,7.43
2004,2,14,7.36
2004,2,15,7.43
2004,2,16,7.47
2004,2,17,7.23
2004,2,18,7.28
2004,2,19,7.24
2004,2,20,7.12
2004,2,21,7.27
2004,2,22,7.15
2004,2,23,7.26
2004,2,24,7.17
2004,2,25,7.1
2004,2,26,7.22
2004,2,27,7.2
2004,2,28,7.3
2004,2,29,7.28
2004,3,1,7.17
2004,3,2,7.28
2004,3,3,7.12
2004,3,4,7.14
2004,3,5,7.18
2004,3,6,7.29
2004,3,7,7.24
2004,3,8,7.16
2004,3,9,7.37
2004,3,10,7.17
2004,3,11,7.17
2004,3,12,7.11
2004,3,13,7.13
2004,3,14,7.02
2004,3,15,7.31
2004,3,16,7.28
2004,3,17,7.1
2004,3,18,7.14
2004,3,19,7.04
2004,3,20,6.95
2004,3,21,6.77
2004,3,22,6.99
2004,3,23,6.91
2004,3,24,7.16
2004,3,25,7.17
2004,3,26,7.03
2004,3,27,6.82
2004,3,28,6.76
2004,3,29,6.82
2004,3,30,6.88
2004,3,31,6.97
2004,4,1,6.9
2004,4,2,6.91
2004,4,3,6.74
2004,4,4,6.78
2004,4,5,6.81
2004,4,6,6.9
2004,4,7,6.98
2004,4,8,6.76
2004,4,9,6.61
2004,4,10,6.46
2004,4,11,6.4
2004,4,12,6.54
2004,4,13,6.63
2004,4,14,6.81
2004,4,15,6.77
2004,4,16,6.69
2004,4,17,6.65
2004,4,18,6.54
2004,4,19,6.47
2004,4,20,6.51
2004,4,21,6.49
2004,4,22,6.31
2004,4,23,6.37
2004,4,24,6.22
2004,4,25,6.49
2004,4,26,6.37
2004,4,27,6.34
2004,4,28,6.14
2004,4,29,6.3
2004,4,30,6.41
2004,5,1,6.26
2004,5,2,6.13
2004,5,3,6.02
2004,5,4,6.15
2004,5,5,6.02
2004,5,6,6.15
2004,5,7,6.14
2004,5,8,5.97
2004,5,9,6.05
2004,5,10,6.1
2004,5,11,6.24
2004,5,12,6.14
2004,5,13,5.97
2004,5,14,6.05
2004,5,15,5.89
2004,5,16,5.75
2004,5,17,5.75
2004,5,18,5.89
2004,5,19,5.97
2004,5,20,5.85
2004,5,21,5.73
2004,5,22,5.77
2004,5,23,5.89
2004,5,24,5.84
2004,5,25,5.75
2004,5,26,5.64
2004,5,27,5.58
2004,5,28,5.74
2004,5,29,5.74
2004,5,30,5.9
2004,5,31,6.28
2004,6,1,6.17
2004,6,2,6.07
2004,6,3,5.98
2004,6,4,5.8
2004,6,5,5.91
2004,6,6,5.78
2004,6,7,5.69
2004,6,8,5.6
2004,6,9,5.67
2004,6,10,5.7
2004,6,11,5.72
2004,6,12,5.71
2004,6,13,5.73
2004,6,14,5.83
2004,6,15,5.93
2004,6,16,6.04
2004,6,17,5.86
2004,6,18,5.79
2004,6,19,5.74
2004,6,20,5.66
2004,6,21,5.73
2004,6,22,5.71
2004,6,23,5.79
2004,6,24,5.71
2004,6,25,5.7
2004,6,26,5.62
2004,6,27,5.65
2004,6,28,5.99
2004,6,29,5.91
2004,6,30,5.86
2004,7,1,5.66
2004,7,2,5.55
2004,7,3,5.6
2004,7,4,5.64
2004,7,5,5.68
2004,7,6,5.82
2004,7,7,5.79
2004,7,8,5.77
2004,7,9,5.69
2004,7,10,5.5
2004,7,11,5.48
2004,7,12,5.34
2004,7,13,5.66
2004,7,14,5.74
2004,7,15,5.95
2004,7,16,5.92
2004,7,17,5.84
2004,7,18,6.09
2004,7,19,6.03
2004,7,20,6.1
2004,7,21,6.15
2004,7,22,6.16
2004,7,23,5.99
2004,7,24,5.87
2004,7,25,5.98
2004,7,26,6.18
2004,7,27,6.17
2004,7,28,6.06
2004,7,29,5.95
2004,7,30,6.15
2004,7,31,6.32
2004,8,1,6.18
2004,8,2,6.16
2004,8,3,6.25
2004,8,4,6.27
2004,8,5,6.36
2004,8,6,6.39
2004,8,7,6.44
2004,8,8,6.39
2004,8,9,6.29
2004,8,10,6.4
2004,8,11,6.35
2004,8,12,6.3
2004,8,13,6.41
2004,8,14,6.41
2004,8,15,6.47
2004,8,16,6.4
2004,8,17,6.54
2004,8,18,6.6
2004,8,19,6.63
2004,8,20,6.53
2004,8,21,6.46
2004,8,22,6.63
2004,8,23,6.69
2004,8,24,6.68
2004,8,25,6.7
2004,8,26,6.54
2004,8,27,6.41
2004,8,28,6.72
2004,8,29,6.74
2004,8,30,6.6
2004,8,31,6.49
2004,9,1,6.68
2004,9,2,6.65
2004,9,3,6.75
2004,9,4,6.99
2004,9,5,6.75
2004,9,6,6.84
2004,9,7,6.84
2004,9,8,7.14
2004,9,9,7.02
2004,9,10,6.92
2004,9,11,6.99
2004,9,12,7.0
2004,9,13,7.0
2004,9,14,7.05
2004,9,15,6.94
2004,9,16,6.8
2004,9,17,6.73
2004,9,18,6.97
2004,9,19,7.0
2004,9,20,7.07
2004,9,21,7.03
2004,9,22,7.11
2004,9,23,7.12
2004,9,24,7.17
2004,9,25,6.89
2004,9,26,6.77
2004,9,27,6.61
2004,9,28,7.01
2004,9,29,6.9
2004,9,30,6.87
2004,10,1,7.01
2004,10,2,7.1
2004,10,3,7.21
2004,10,4,7.31
2004,10,5,7.24
2004,10,6,7.17
2004,10,7,6.97
2004,10,8,7.14
2004,10,9,7.25
2004,10,10,7.42
2004,10,11,7.43
2004,10,12,7.35
2004,10,13,7.33
2004,10,14,7.13
2004,10,15,7.19
2004,10,16,7.41
2004,10,17,7.47
2004,10,18,7.23
2004,10,19,7.04
2004,10,20,6.94
2004,10,21,7.02
2004,10,22,6.94
2004,10,23,7.01
2004,10,24,7.2
2004,10,25,7.21
2004,10,26,7.01
2004,10,27,6.98
2004,10,28,7.23
2004,10,29,7.29
2004,10,30,7.25
2004,10,31,7.22
2004,11,1,7.16
2004,11,2,7.28
2004,11,3,7.18
2004,11,4,7.02
2004,11,5,7.05
2004,11,6,6.79
2004,11,7,7.14
2004,11,8,7.14
2004,11,9,7.19
2004,11,10,7.21
2004,11,11,7.37
2004,11,12,7.24
2004,11,13,7.26
2004,11,14,7.21
2004,11,15,7.45
2004,11,16,7.48
2004,11,17,7.3
2004,11,18,7.21
2004,11,19,7.11
2004,11,20,6.64
2004,11,21,6.82
2004,11,22,6.91
2004,11,23,7.01
2004,11,24,7.42
2004,11,25,7.39
2004,11,26,7.26
2004,11,27,7.16
2004,11,28,7.15
2004,11,29,7.22
2004,11,30,7.05
2004,12,1,6.95
2004,12,2,7.27
2004,12,3,7.41
2004,12,4,7.34
2004,12,5,7.24
2004,12,6,7.31
2004,12,7,7.17
2004,12,8,7.1
2004,12,9,7.18
2004,12,10,7.16
2004,12,11,7.05
2004,12,12,7.02
2004,12,13,7.06
2004,12,14,7.06
2004,12,15,6.95
2004,12,16,7.2
2004,12,17,7.24
2004,12,18,7.14
2004,12,19,7.16
2004,12,20,7.13
2004,12,21,6.9
2004,12,22,6.71
2004,12,23,6.96
2004,12,24,7.15
2004,12,25,7.08
2004,12,26,7.26
2004,12,27,7.18
2004,12,28,7.09
2004,12,29,7.28
2004,12,30,7.08
2004,12,31,7.24
2005,1,1,7.41
2005,1,2,7.45
2005,1,3,7.27
2005,1,4,7.22
2005,1,5,7.16
2005,1,6,7.07
2005,1,7,7.32
2005,1,8,7.32
2005,1,9,7.48
2005,1,10,7.55
2005,1,11,7.6
2005,1,12,7.31
2005,1,13,7.25
2005,1,14,7.19
2005,1,15,7.26
2005,1,16,7.12
2005,1,17,7.33
2005,1,18,7.24
2005,1,19,7.29
2005,1,20,7.36
2005,1,21,7.16
2005,1,22,7.27
2005,1,23,7.25
2005,1,24,7.5
2005,1,25,7.35
2005,1,26,7.32
2005,1,27,7.3
2005,1,28,7.13
2005,1,29,7.22
2005,1,30,7.03
2005,1,31,7.27
2005,2,1,7.42
2005,2,2,7.35
2005,2,3,7.33
2005,2,4,7.51
2005,2,5,7.56
2005,2,6,7.39
2005,2,7,7.32
2005,2,8,7.29
2005,2,9,7.2
2005,2,10,7.02
2005,2,11,7.01
2005,2,12,7.09
2005,2,13,7.23
2005,2,14,7.08
2005,2,15,7.05
2005,2,16,7.08
2005,2,17,7.01
2005,2,18,6.98
2005,2,19,7.07
2005,2,20,7.03
2005,2,21,7.09
2005,2,22,6.94
2005,2,23,6.98
2005,2,24,6.77
2005,2,25,6.83
2005,2,26,7.19
2005,2,27,7.13
2005,2,28,7.43
2005,3,1,7.32
2005,3,2,7.29
2005,3,3,7.07
2005,3,4,7.04
2005,3,5,7.04
2005,3,6,7.02
2005,3,7,7.17
2005,3,8,7.29
2005,3,9,7.33
2005,3,10,7.21
2005,3,11,7.03
2005,3,12,7.14
2005,3,13,7.13
2005,3,14,7.23
2005,3,15,6.86
2005,3,16,7.13
2005,3,17,7.08
2005,3,18,7.03
2005,3,19,6.82
2005,3,20,6.6
2005,3,21,6.9
2005,3,22,6.71
2005,3,23,6.62
2005,3,24,6.64
2005,3,25,6.74
2005,3,26,6.77
2005,3,27,6.84
2005,3,28,6.77
2005,3,29,6.81
2005,3,30,6.74
2005,3,31,6.61
2005,4,1,6.8
2005,4,2,6.53
2005,4,3,6.66
2005,4,4,6.52
2005,4,5,6.76
2005,4,6,6.6
2005,4,7,6.38
2005,4,8,6.83
2005,4,9,6.89
2005,4,10,6.68
2005,4,11,6.62
2005,4,12,6.63
2005,4,13,6.59
2005,4,14,6.49
2005,4,15,6.55
2005,4,16,6.58
2005,4,17,6.56
2005,4,18,6.45
2005,4,19,6.5
2005,4,20,6.6
2005,4,21,6.46
2005,4,22,6.49
2005,4,23,6.51
2005,4,24,6.59
2005,4,25,6.54
2005,4,26,6.51
2005,4,27,6.36
2005,4,28,6.23
2005,4,29,6.21
2005,4,30,6.36
2005,5,1,6.01
2005,5,2,6.18
2005,5,3,6.38
2005,5,4,6.21
2005,5,5,6.07
2005,5,6,5.97
2005,5,7,6.0
2005,5,8,6.16
2005,5,9,6.15
2005,5,10,6.06
2005,5,11,5.85
2005,5,12,5.78
2005,5,13,5.93
2005,5,14,6.11
2005,5,15,6.15
2005,5,16,6.3
2005,5,17,6.38
2005,5,18,6.24
2005,5,19,6.11
2005,5,20,6.16
2005,5,21,6.03
2005,5,22,5.9
2005,5,23,5.85
2005,5,24,5.91
2005,5,25,5.85
2005,5,26,5.96
2005,5,27,5.94
2005,5,28,5.87
2005,5,29,5.79
2005,5,30,5.83
2005,5,31,5.81
2005,6,1,5.72
2005,6,2,5.47
2005,6,3,5.42
2005,6,4,5.55
2005,6,5,5.47
2005,6,6,5.42
2005,6,7,5.5
2005,6,8,5.61
2005,6,9,5.89
2005,6,10,5.84
2005,6,11,5.78
2005,6,12,5.66
2005,6,13,5.59
2005,6,14,5.18
2005,6,15,5.46
2005,6,16,5.53
2005,6,17,5.64
2005,6,18,5.54
2005,6,19,5.47
2005,6,20,5.56
2005,6,21,5.46
2005,6,22,5.51
2005,6,23,5.44
2005,6,24,5.41
2005,6,25,5.54
2005,6,26,5.66
2005,6,27,5.76
2005,6,28,5.62
2005,6,29,5.69
2005,6,30,5.65
2005,7,1,5.83
2005,7,2,5.9
2005,7,3,5.87
2005,7,4,5.48
2005,7,5,5.39
2005,7,6,5.41
2005,7,7,5.66
2005,7,8,5.67
2005,7,9,5.61
2005,7,10,5.76
2005,7,11,5.7
2005,7,12,5.52
2005,7,13,5.64
2005,7,14,5.75
2005,7,15,5.74
2005,7,16,5.82
2005,7,17,5.78
2005,7,18,5.88
2005,7,19,5.97
2005,7,20,5.98
2005,7,21,5.95
2005,7,22,6.12
2005,7,23,6.18
2005,7,24,6.18
2005,7,25,6.06
2005,7,26,5.92
2005,7,27,5.98
2005,7,28,5.96
2005,7,29,5.97
2005,7,30,6.03
2005,7,31,5.93
2005,8,1,5.88
2005,8,2,5.91
2005,8,3,5.82
2005,8,4,5.97
2005,8,5,6.28
2005,8,6,6.36
2005,8,7,6.41
2005,8,8,6.29
2005,8,9,6.2
2005,8,10,6.27
2005,8,11,6.05
2005,8,12,6.04
2005,8,13,6.03
2005,8,14,6.36
2005,8,15,6.31
2005,8,16,6.28
2005,8,17,6.16
2005,8,18,6.18
2005,8,19,6.38
2005,8,20,6.37
2005,8,21,6.28
2005,8,22,6.33
2005,8,23,6.52
2005,8,24,6.37
2005,8,25,6.16
2005,8,26,6.31
2005,8,27,6.49
2005,8,28,6.78
2005,8,29,6.71
2005,8,30,6.65
2005,8,31,6.71
2005,9,1,6.75
2005,9,2,6.79
2005,9,3,6.91
2005,9,4,7.03
2005,9,5,6.98
2005,9,6,6.75
2005,9,7,6.8
2005,9,8,6.67
2005,9,9,6.58
2005,9,10,6.65
2005,9,11,6.62
2005,9,12,6.63
2005,9,13,6.62
2005,9,14,6.63
2005,9,15,6.82
2005,9,16,6.61
2005,9,17,6.62
2005,9,18,6.85
2005,9,19,6.9
2005,9,20,6.8
2005,9,21,6.84
2005,9,22,6.69
2005,9,23,7.06
2005,9,24,7.1
2005,9,25,6.95
2005,9,26,7.15
2005,9,27,6.98
2005,9,28,7.1
2005,9,29,6.88
2005,9,30,7.04
2005,10,1,7.26
2005,10,2,7.32
2005,10,3,7.3
2005,10,4,6.98
2005,10,5,7.08
2005,10,6,7.1
2005,10,7,7.11
2005,10,8,7.18
2005,10,9,7.32
2005,10,10,7.08
2005,10,11,7.03
2005,10,12,7.08
2005,10,13,7.12
2005,10,14,7.04
2005,10,15,6.73
2005,10,16,6.94
2005,10,17,6.91
2005,10,18,7.18
2005,10,19,7.06
2005,10,20,6.98
2005,10,21,6.87
2005,10,22,7.02
2005,10,23,7.08
2005,10,24,7.32
2005,10,25,7.28
2005,10,26,7.23
2005,10,27,7.25
2005,10,28,7.11
2005,10,29,7.06
2005,10,30,7.03
2005,10,31,7.17
2005,11,1,7.31
2005,11,2,7.16
2005,11,3,7.25
2005,11,4,7.24
2005,11,5,7.32
2005,11,6,7.08
2005,11,7,7.12
2005,11,8,7.34
2005,11,9,7.37
2005,11,10,7.2
2005,11,11,7.2
2005,11,12,7.26
2005,11,13,7.18
2005,11,14,7.24
2005,11,15,7.37
2005,11,16,7.22
2005,11,17,7.17
2005,11,18,7.08
2005,11,19,6.99
2005,11,20,6.88
2005,11,21,6.91
2005,11,22,7.01
2005,11,23,7.06
2005,11,24,7.23
2005,11,25,7.03
2005,11,26,7.07
2005,11,27,7.3
2005,11,28,7.23
2005,11,29,7.01
2005,11,30,6.87
2005,12,1,7.22
2005,12,2,7.2
2005,12,3,6.94
2005,12,4,7.23
2005,12,5,7.02
2005,12,6,7.13
2005,12,7,7.17
2005,12,8,6.95
2005,12,9,6.88
2005,12,10,6.91
2005,12,11,6.88
2005,12,12,6.83
2005,12,13,7.01
2005,12,14,7.0
2005,12,15,7.34
2005,12,16,7.38
2005,12,17,7.28
2005,12,18,7.46
2005,12,19,7.33
2005,12,20,7.34
2005,12,21,7.44
2005,12,22,7.42
2005,12,23,7.23
2005,12,24,7.24
2005,12,25,7.29
2005,12,26,7.31
2005,12,27,7.03
2005,12,28,7.06
2005,12,29,7.25
2005,12,30,7.15
2005,12,31,7.12
2006,1,1,7.38
2006,1,2,7.33
2006,1,3,7.26
2006,1,4,6.88
2006,1,5,7.38
2006,1,6,7.29
2006,1,7,7.33
2006,1,8,7.18
2006,1,9,7.16
2006,1,10,7.25
2006,1,11,7.18
2006,1,12,7.1
2006,1,13,7.1
2006,1,14,7.19
2006,1,15,7.35
2006,1,16,7.11
2006,1,17,7.32
2006,1,18,7.49
2006,1,19,7.63
2006,1,20,7.75
2006,1,21,7.67
2006,1,22,7.51
2006,1,23,7.48
2006,1,24,7.32
2006,1,25,7.61
2006,1,26,7.47
2006,1,27,7.37
2006,1,28,7.53
2006,1,29,7.35
2006,1,30,7.39
2006,1,31,7.02
2006,2,1,7.42
2006,2,2,7.42
2006,2,3,7.51
2006,2,4,7.18
2006,2,5,7.23
2006,2,6,7.29
2006,2,7,7.58
2006,2,8,7.36
2006,2,9,7.29
2006,2,10,7.27
2006,2,11,7.36
2006,2,12,7.37
2006,2,13,7.41
2006,2,14,7.42
2006,2,15,7.15
2006,2,16,7.03
2006,2,17,7.24
2006,2,18,7.16
2006,2,19,7.16
2006,2,20,7.31
2006,2,21,7.27
2006,2,22,7.16
2006,2,23,7.29
2006,2,24,7.28
2006,2,25,7.25
2006,2,26,7.27
2006,2,27,7.26
2006,2,28,7.44
2006,3,1,7.1
2006,3,2,7.19
2006,3,3,7.26
2006,3,4,7.06
2006,3,5,7.3
2006,3,6,7.16
2006,3,7,7.24
2006,3,8,7.25
2006,3,9,7.21
2006,3,10,7.36
2006,3,11,7.45
2006,3,12,7.32
2006,3,13,7.15
2006,3,14,7.18
2006,3,15,7.39
2006,3,16,7.01
2006,3,17,6.6
2006,3,18,6.64
2006,3,19,7.17
2006,3,20,7.26
2006,3,21,7.12
2006,3,22,7.15
2006,3,23,6.95
2006,3,24,6.76
2006,3,25,6.88
2006,3,26,6.96
2006,3,27,6.86
2006,3,28,6.99
2006,3,29,6.98
2006,3,30,7.07
2006,3,31,6.69
2006,4,1,6.84
2006,4,2,6.95
2006,4,3,7.0
2006,4,4,6.84
2006,4,5,6.93
2006,4,6,6.77
2006,4,7,6.73
2006,4,8,6.75
2006,4,9,6.8
2006,4,10,6.52
2006,4,11,6.65
2006,4,12,6.59
2006,4,13,6.59
2006,4,14,6.58
2006,4,15,6.52
2006,4,16,6.51
2006,4,17,6.36
2006,4,18,6.48
2006,4,19,6.31
2006,4,20,6.45
2006,4,21,6.43
2006,4,22,6.56
2006,4,23,6.3
2006,4,24,6.18
2006,4,25,6.14
2006,4,26,6.43
2006,4,27,6.53
2006,4,28,6.36
2006,4,29,6.37
2006,4,30,6.15
2006,5,1,6.25
2006,5,2,6.16
2006,5,3,6.08
2006,5,4,6.16
2006,5,5,6.2
2006,5,6,6.14
2006,5,7,6.04
2006,5,8,6.03
2006,5,9,6.07
2006,5,10,6.05
2006,5,11,6.03
2006,5,12,6.1
2006,5,13,6.38
2006,5,14,6.34
2006,5,15,6.18
2006,5,16,5.99
2006,5,17,6.21
2006,5,18,6.01
2006,5,19,5.82
2006,5,20,5.72
2006,5,21,5.75
2006,5,22,5.8
2006,5,23,5.89
2006,5,24,5.89
2006,5,25,5.88
2006,5,26,5.82
2006,5,27,5.6
2006,5,28,5.67
2006,5,29,5.75
2006,5,30,5.85
2006,5,31,5.84
2006,6,1,5.8
2006,6,2,5.49
2006,6,3,5.66
2006,6,4,5.68
2006,6,5,5.73
2006,6,6,5.74
2006,6,7,5.73
2006,6,8,5.81
2006,6,9,5.96
2006,6,10,5.9
2006,6,11,5.9
2006,6,12,5.67
2006,6,13,5.61
2006,6,14,5.68
2006,6,15,5.87
2006,6,16,5.75
2006,6,17,5.8
2006,6,18,5.81
2006,6,19,5.68
2006,6,20,5.66
2006,6,21,5.55
2006,6,22,5.42
2006,6,23,5.59
2006,6,24,5.72
2006,6,25,5.77
2006,6,26,5.82
2006,6,27,5.79
2006,6,28,5.67
2006,6,29,5.71
2006,6,30,5.63
2006,7,1,5.66
2006,7,2,5.7
2006,7,3,5.65
2006,7,4,5.66
2006,7,5,5.68
2006,7,6,5.65
2006,7,7,5.62
2006,7,8,5.54
2006,7,9,5.62
2006,7,10,5.76
2006,7,11,5.77
2006,7,12,5.78
2006,7,13,5.64
2006,7,14,5.63
2006,7,15,5.58
2006,7,16,5.68
2006,7,17,5.77
2006,7,18,5.79
2006,7,19,5.67
2006,7,20,5.6
2006,7,21,5.78
2006,7,22,5.94
2006,7,23,5.9
2006,7,24,6.12
2006,7,25,6.11
2006,7,26,6.13
2006,7,27,6.02
2006,7,28,5.99
2006,7,29,5.96
2006,7,30,6.13
2006,7,31,6.32
2006,8,1,6.27
2006,8,2,6.41
2006,8,3,6.46
2006,8,4,6.48
2006,8,5,6.5
2006,8,6,6.42
